Chr	Start (kb)	Stop (kb)	LOD score
5	35175651	35175676	lod=22
5	35176108	35176120	lod=18
5	35180275	35180288	lod=16
5	35180735	35180774	lod=36
5	35180791	35180852	lod=81
5	35180864	35180887	lod=31
5	35180901	35180937	lod=32
5	35181004	35181033	lod=29
5	35184990	35185013	lod=18
5	35186104	35186113	lod=15
5	35188578	35188626	lod=20
5	35191346	35191380	lod=19
5	35191398	35191412	lod=22
5	35193758	35193806	lod=23
5	35195258	35195270	lod=16
5	35195333	35195430	lod=33
5	35195477	35195508	lod=23
5	35195520	35195535	lod=22
5	35197466	35197485	lod=17
5	35197821	35197888	lod=36
5	35203001	35203035	lod=21
5	35204321	35204457	lod=40
5	35206256	35206281	lod=19
5	35209511	35209544	lod=19
5	35209594	35209624	lod=19
5	35217454	35217467	lod=16
5	35218432	35218452	lod=22
5	35221493	35221505	lod=18
5	35224137	35224182	lod=33
5	35231564	35231604	lod=29
5	35231894	35231973	lod=25
5	35235502	35235526	lod=18
5	35237099	35237132	lod=23
5	35238707	35238799	lod=27
5	35239698	35239783	lod=31
5	35241629	35241703	lod=46
5	35241767	35241783	lod=24
5	35241792	35241837	lod=27
5	35244730	35244785	lod=22
5	35248726	35248741	lod=17
5	35250014	35250048	lod=31
5	35254047	35254071	lod=23
5	35255534	35255550	lod=19
5	35257031	35257148	lod=82
5	35257171	35257216	lod=47
5	35258675	35258716	lod=29
5	35265286	35265314	lod=29
5	35266117	35266132	lod=30
5	35266166	35266175	lod=17
5	35266347	35266484	lod=198
5	35266693	35266715	lod=28
5	35272161	35272168	lod=27
5	35272836	35272870	lod=22
5	35273862	35273907	lod=40
5	35281672	35281701	lod=18
