FBgn	gene	chromosome	start	stop	BS40	BS43	BS46	BS49	BS54	BS55	BS58	BS62	BS66	BS67	BS71	BS73	BS107	BS111	BS113	BS196	BS200	BS203	BS129	BS133	BS136	BS137	BS140	BS143	BS150	BS156	BS162	BS153	BS159	BS165
FBgn0024150	CG10564	chr3L	21129544	21165012	1.36201	21.7795	1.2009	0.474585	0.403934	0.291695	0.563144	2.12208	3.52136	5.55953	7.54458	8.46465	5.79571	2.83593	2.7484	1.72858	2.56115	2.24843	1.92292	1.83582	1.72494	1.42372	1.49142	1.7928	2.22142	2.44237	3.07641	1.66977	0.705833	0.797943
FBgn0012034	CG9390	chr3L	21263821	21273400	49.0808	9.73086	5.71	6.249792	8.32803	16.89076	16.17763	18.58946	24.20718	79.54644	225.0405	290.2942	152.0039	197.9296	224.0606	125.7624	61.0761	26.73244	29.63477	25.23066	19.40155	15.39463	23.30501	59.07229	172.54109	172.9663	207.7994	120.6568	134.2155	151.3764
FBgn0000024	CG17907	chr3R	9049031	9085243	0.0262097	0.0428287	0.05740673	0.2355758	0.3818105	1.1252483	2.797351	6.952882	11.523392	14.439793	15.594508	17.41838	15.753133	7.478058	3.894721	2.754135	5.629277	8.269862	12.819586	20.918702	18.391593	23.000187	19.5905	9.850333	14.071711	12.714357	13.00971	7.185546	2.180847	2.199856
FBgn0016122	CG10593	chr2L	8521878	8525656	32.8604	74.13152	96.4803	77.4932	55.68357	68.72745	119.7528	110.783	49.27568	30.06126	16.48439	20.20406	23.01762	31.74708	45.76371	22.1873	15.04606	15.49078	30.40894	21.02689	38.95942	53.7662	47.5157	42.02618	65.22499	73.778	75.638	35.0711	54.25129	60.0717
FBgn0027620	CG1966	chr3R	27619666	27625547	76.4348	45.7518	72.8308	63.2857	46.1134	21.55442	21.3273	12.5909	10.4958	7.12851	12.8836	15.26954	10.9874	5.81105	4.59756	6.58556	10.6	13.4205	12.4933	18.4304	19.59289	11.4757	8.03103	8.61751	7.14562	8.06008	8.08165	19.47	47.0095	45.2842
FBgn0028484	CG14992	chr3L	4108182	4114197	31.925	33.9364	27.2475	18.0357	12.9448	11.6661	7.57981	7.9354	9.6553	8.36655	6.81355	6.77106	6.3555	5.26576	6.13354	7.18221	12.7167	15.8681	24.5089	19.5977	23.1834	20.4926	15.6588	20.1512	26.7132	33.8436	39.1529	16.5112	21.0768	21.949
FBgn0010100	CG9244	chr2L	21168356	21173213	185.3912	167.9014	90.2398	94.548	104.5915	143.1592	173.3693	273.6148	292.1007	336.04	410.476	370.307	571.517	574.037	551.739	254.6403	174.0207	117.3806	108.8598	86.7252	91.9272	232.3809	894.877	1235.781	1193.587	919.938	607.006	1011.741	349.565	248.3647
FBgn0034629	CG9709	chr2R	17276887	17279944	27.1602	3.16324	0.745173	0.450723	0.53132	0.633016	1.24224	3.37369	0.887238	0.571755	3.20412	2.73507	11.552	22.4737	16.0282	12.7195	4.41097	1.4799	0.989099	0.841343	0.801999	1.16253	1.14299	1.81938	6.29459	8.97923	7.43134	18.6246	27.182	29.7141
FBgn0034628	CG9707	chr2R	17273824	17276840	32.2022	6.53184	3.18161	3.49853	2.96521	5.66863	9.4542	11.38145	12.22996	8.21453	11.84041	15.14466	11.00748	16.72791	23.61611	29.17785	16.93336	12.7744	18.15211	9.5298	12.70399	12.34493	9.72328	7.92611	21.71033	19.40588	15.9825	19.69112	26.29904	27.31632
FBgn0014454	CG7216	chr2L	7740551	7741680	0.0	0.0	0.0	0.0	0.0	0.0145419	0.0	0.015641	0.0442068	0.0964366	0.0	0.0144221	0.0141843	0.0112926	1.4037	0.219863	0.0440042	0.0	0.150136	0.24015	0.0174182	0.688301	25.0134	26.9469	85.1168	0.450696	0.0793719	74.12	0.0612175	0.528458
FBgn0051779	CG31779	chr2L	3693478	3693889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0475134	0.0	0.0426339	0.0	0.0	0.286175	0.216648	0.0	0.0510091	0.0403477	0.0946556	0.0	0.0391291	0.036158	2.24897	285.157	228.562	106.665	0.038346	0.0	0.0
FBgn0002855	CG8982	chr2L	5892882	5893906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0668847	0.018192	0.0	0.0127748	9.94809	233.222	216.205	108.016	0.0541915	0.0	0.0220773
FBgn0002856	CG9024	chr2L	5892298	5892882	0.0	0.0	0.0445728	0.0341635	0.0412294	0.0314143	0.050507	0.0	0.0	0.0347213	0.0511347	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2421	0.0	0.0	0.0	16.6649	123.928	193.247	183.02	0.0	0.0	0.0
FBgn0015583	CG17797	chr2L	8392455	8393239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0206455	0.0224615	0.0170691	0.015773	3.92423	37.684	42.0462	34.8206	0.0334549	0.0	0.0
FBgn0023415	CG4605	chr2L	11014875	11016678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.133369	6.240416	3.546337	67.0629	242.114	506.963	955.415	0.0	0.0	0.0
FBgn0011559	CG7157	chr2L	18356073	18359059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.2656	596.714	697.22	436.865	0.0	0.0	0.0
FBgn0034152	CG8626	chr2R	12635392	12636175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0327374	0.0398927	0.0	0.0	0.0	0.0337865	0.0	0.0	0.0	0.221424	0.0722701	0.0915333	0.0338332	60.2693	664.116	731.122	478.462	0.0717611	0.028222	0.0
FBgn0034153	CG15616	chr2R	12636354	12636981	0.0	0.0	0.0	0.0	0.0337922	0.128738	0.0206982	0.0	0.0	0.113832	0.0	0.051071	0.0	0.0199945	0.0	0.0	0.0	0.0	0.0241662	0.198429	0.0616806	0.117182	0.0433137	68.8867	619.255	813.842	507.103	0.0918693	0.0	0.0374271
FBgn0053530	Acp53C14c	chr2R	12638281	12638974	0.0368491	0.0	0.040822	0.0625773	0.0755201	0.0287708	0.115642	0.0309453	0.0	0.158998	0.0936636	0.0856015	0.0561264	0.0893688	0.0	0.0483325	0.0	0.0	0.0810112	0.190052	0.068923	0.183317	0.0	12.0415	69.2958	60.6349	24.9372	0.0769922	0.0	0.0
FBgn0064259	CG8622	chr2R	12637279	12637951	0.0	0.0	0.0	0.0263402	0.0317881	0.0484412	0.0	0.0	0.0	0.0267703	0.0788502	0.0240211	0.0236248	0.0376173	0.0403097	0.0	0.036646	0.0287399	0.022733	0.239992	0.0870337	0.154325	0.0814896	55.4244	578.152	671.923	344.353	0.0432103	0.0	0.0352073
FBgn0083936	Acp54A1	chr2R	13020962	13021255	0.0	0.0	0.0	0.0	0.0658545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0389654	0.0	0.0	0.0	0.0	0.0	0.165728	0.0	0.0	0.0844099	0.0525017	476.445	629.56	111.467	0.0447588	0.0	0.0
FBgn0020509	CG1262	chr3L	2739749	2740228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.858	657.697	474.843	313.843	0.0	0.0	0.0
FBgn0015585	CG10852	chr3L	3815838	3816405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	291.995	213.436	81.5587	0.0	0.0	0.0
FBgn0020765	CG10297	chr3L	6145046	6146026	0.0209454	0.0	0.0	0.0177848	0.128779	0.0490608	0.0525857	0.369382	5.25314	13.8998	3.51379	3.81144	0.319027	0.025399	1.55136	2.22528	0.445377	0.3881	0.353031	14.1876	0.176294	67.1639	3759.06	336.68	197.83	1.04864	2.41003	240.726	0.872026	2.35341
FBgn0003034	CG17673	chr3L	13294718	13295090	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0692266	0.0	0.0527235	0.0	0.0	0.0	7.62815	266.363	291.2664	89.5259	0.052041	0.0	0.0
FBgn0015586	CG3801	chr3L	19043846	19045152	0.0	0.0	0.0172826	0.0132465	0.0159862	0.0356554	0.0195835	0.0131011	0.0	0.0	0.0	0.0120802	0.0	0.0	0.0	0.0	0.0	0.0144533	0.0114324	0.0268204	0.0291795	0.0332614	0.0102453	11.3911	120.71	79.6152	49.4314	0.0108652	0.0	0.0
FBgn0002863	CG17924	chr3R	20054570	20055001	0.0	1.57395	3.7028	2.29645	2.61455	1.95228	2.43419	0.0857077	0.444105	0.396331	0.324269	0.474172	0.116588	0.40222	0.265236	0.602388	1.44677	2.22201	1.94456	3.77237	4.62914	5.00471	3.31772	54.7784	1394.62	1210.61	334.419	0.106621	0.447269	0.115831
FBgn0000032	CG7899	chr3R	25816860	25819143	61.3324	39.64791	13.12192	10.030173	20.78923	21.94764	28.52851	23.53875	35.1901	26.69733	31.88165	33.47829	7.82355	11.16301	13.04627	17.87737	22.16223	30.55854	31.42385	30.4	20.0304	17.66432	12.18949	7.43983	11.72968	14.79546	12.955085	23.19258	49.4143	45.6047
FBgn0000043	CG12051	chr2R	1901406	1903223	188.82	304.371	410.12	618.918	734.071	705.187	611.905	396.962	267.245	209.534	169.014	164.536	81.3507	87.5178	120.869	255.593	399.605	586.032	855.582	685.627	586.112	333.749	144.035	238.515	131.091	163.273	180.573	180.304	205.36	208.889
FBgn0000044	CG10067	chr2R	16831448	16834020	27.9002	27.6387	32.535	225.196	566.076	801.819	1514.76	6128.65	9496.3	11614.7	8893.31	8652.48	8254.24	8745.52	13395.5	6812.49	3268.47	1021.75	179.335	453.864	202.957	301.209	4733.38	5695.71	1274.06	751.093	1046.69	1588.0	224.0	291.244
FBgn0000042	CG4027	chrX	5794721	5799261	2346.271	3477.138	3130.202	2453.508	2483.803	2667.045	2119.9598	2117.71	1742.224	2210.65	3477.728	3030.082	2278.144	2963.564	1783.969	1663.379	2282.619	3360.227	3889.626	3267.706	3161.004	2905.391	624.9291	2466.844	958.6812	915.9529	1262.7623	1926.4284	1855.843	1827.976
FBgn0000045	CG7478	chr3L	21978262	21980398	0.0110894	0.0126683	0.0245701	0.112993	0.238635	0.658036	0.807399	2.7007	2.52682	4.33513	1.40937	1.70023	0.75164	0.242054	0.619625	0.479995	0.602609	0.811639	10.7352	73.2188	54.3021	478.637	3694.78	6647.76	3475.61	830.368	299.024	2627.94	67.2854	34.3217
FBgn0000046	CG18290	chr3R	9251664	9254097	5.11003	16.1418	53.55428	115.1272	173.63337	103.9	79.79904	514.1072	1775.467	1891.592	614.703	601.428	213.2625	202.0047	473.133	524.425	328.6697	149.3303	43.27814	68.39	129.7657	267.2318	3047.62	3614.521	737.0165	444.286	402.1133	632.1185	55.0937	48.45594
FBgn0000047	CG5178	chr3R	11265552	11267920	0.0	0.0735828	0.142714	0.0820391	0.231016	0.0502916	0.134762	0.0721234	0.348352	0.240872	0.122793	0.0581901	0.0981091	0.0520724	0.0697491	0.168971	0.101455	0.716105	29.2106	48.1707	60.5501	1043.05	6035.18	10921.4	3873.15	133.75	58.4864	4260.81	22.3711	18.8233
FBgn0024913	CG11062	chr4	1097945	1105633	0.0580423	0.0759683	0.118005	0.286673	0.514735	1.20219	3.36162	1.73553	3.83269	3.02831	3.65369	5.25637	2.95688	1.5942	0.604886	0.483089	1.082164	2.13265	2.49662	4.5599	6.52056	7.58359	4.84429	1.57131	2.43204	2.27936	1.89222	0.705417	0.532431	0.52832
FBgn0000667	CG4376	chrX	1917837	1936471	86.0761	55.13195	52.67097	41.27422	35.16151	68.0444	114.54025	278.44083	348.3454	547.088	437.688	375.9466	292.23412	306.2366	420.941	227.02693	154.15443	70.5677	52.4788	86.29319	55.32095	116.90136	485.2591	905.8122	399.6167	172.69081	104.7288	291.2643	69.24521	67.10161
FBgn0015008	CG8953	chr3R	12801544	12803589	0.0	0.0108421	0.0210283	0.0322349	0.0	0.00741023	0.011914	0.0079703	0.0150178	0.0	0.0	0.0	0.0	0.0	0.0	1.29465	3.20656	4.89764	4.20088	7.03247	10.9529	14.1376	12.2726	5.03979	14.5817	14.8252	11.6727	0.00661005	0.0	0.0
FBgn0011741	CG11678	chrX	15629802	15631207	53.4831	81.8838	85.3446	78.223	68.3182	56.45	42.6194	39.8926	26.4885	17.67	18.9461	19.5498	19.4993	21.2834	18.3614	25.4962	29.8968	33.3007	31.2249	35.0634	47.2592	27.6089	17.3432	15.7087	15.6216	15.894	20.18219	29.9737	34.3833	36.224
FBgn0025115	CG16870	chr2L	13912138	13912576	0.0	0.245556	0.0238128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.46609	4.92621	5.69555	5.95432	12.7493	18.8562	26.4894	31.9033	43.7959	73.5178	74.615	108.935	0.0299414	0.0471011	0.0487919
FBgn0038363	CG18505	chr3R	11618414	11619340	6.54623	8.40217	10.598	9.44288	12.1211	14.4651	14.9121	5.5611	9.33856	6.58707	7.2275	10.3338	5.69762	6.92674	6.79849	11.7688	12.0327	15.1269	14.8361	15.8168	23.0228	23.5849	22.5577	10.3654	19.4986	18.4539	16.9969	6.44275	13.4858	10.0113
FBgn0037661	CG11994	chr3R	4890900	4892025	11.6662	20.44	22.501	17.8787	14.1499	9.2916	9.50744	6.50795	4.71429	2.62882	2.55265	3.11057	2.42191	3.03435	3.02316	4.28097	4.50814	5.89257	5.32331	5.68312	5.57253	4.35367	4.07805	3.04925	5.54169	6.17315	6.50519	3.96344	7.09682	8.13042
FBgn0051865	CG31865	chr2L	11996810	11997967	1.03366	1.73188	0.887459	0.511983	0.635529	0.739803	0.237887	0.303819	0.477054	0.148669	0.525476	0.373524	0.131201	0.198463	0.268633	0.384139	0.345974	0.239411	0.277746	0.562737	0.354452	0.220383	0.101825	0.0703705	0.15454	0.51751	0.102784	0.263967	0.717247	0.567022
FBgn0051866	CG31866	chr2L	11992899	11994054	0.811186	1.28157	0.841285	0.600851	1.02579	0.471647	0.357484	0.2464	0.286757	0.238307	0.329025	0.320751	0.144586	0.104646	0.0897085	0.294292	0.142721	0.1599	0.240311	0.192868	0.32282	0.171724	0.0680076	0.0845994	0.0985239	0.316836	0.0882621	0.156266	0.605105	0.568061
FBgn0037555	CG9638	chr3R	4062798	4066321	128.9753	69.4255	46.6914	40.8162	40.05628	28.56941	26.89022	22.67839	18.26451	13.19346	19.8052	17.72133	9.27642	7.71797	7.96669	12.09004	19.08944	19.21468	21.03804	22.33389	22.60308	14.18914	8.37541	7.86013	8.03782	9.64476	11.90952	36.2325	74.5642	74.5602
FBgn0027619	CG12131	chr2R	5856433	5858439	53.7055	23.2469	60.524	66.9919	67.8232	61.4434	77.4797	52.9286	65.9755	56.8503	66.8018	77.6843	77.3146	96.081	78.1752	47.8963	47.3959	55.924	53.7862	54.6859	48.4647	60.3249	46.4699	41.6769	46.1986	47.9446	41.8306	46.8088	78.7046	72.3709
FBgn0026086	CG12598	chrX	1667652	1682104	22.43793	18.675716	25.487378	21.883616	30.80852	24.63935	32.10145	15.867576	16.17987	9.954723	10.337715	14.86387	7.189363	5.170749	3.941942	4.1048473	11.02258	18.11718	18.43814	18.77174	26.40522	25.41867	18.18721	13.664855	19.039669	16.234652	12.156439	14.305643	20.764491	17.241988
FBgn0000054	CG15845	chr2R	2549715	2555697	48.33333	58.17143	75.89607	93.22444	63.55831	57.64785	56.15815	43.28988	30.96638	24.52913	14.287085	16.06621	15.31686	16.66481	11.741904	18.30136	26.98583	33.61744	35.89319	30.94029	47.52259	37.03254	15.6962	14.689894	13.01847	16.28697	18.31768	23.69689	32.34341	30.67347
FBgn0036752	CG5992	chr3L	17744817	17757253	2.140513	6.3988	5.47398	26.70844	55.3871	88.4144	89.3969	28.00201	18.81204	16.55403	22.5329	23.94471	41.9417	44.0083	20.03531	17.35233	11.77907	12.2981	20.25624	24.00107	23.3	7.95812	4.14303	2.482539	13.94214	12.0989	10.70573	20.16299	15.84176	15.07712
FBgn0036751	CG5998	chr3L	17741932	17743864	0.0	0.0	0.00557755	0.0171	0.0412735	0.00786198	0.0189604	0.0338247	0.0239001	0.0784211	0.0	0.0391328	0.0153372	0.00614909	0.0130845	0.699994	1.76815	2.47435	2.18964	4.20768	7.35199	9.80901	11.5854	12.9098	24.0087	30.6873	35.6388	0.00701301	0.0110322	0.0
FBgn0038173	CG9345	chr3R	9531598	9534856	0.00718149	0.164079	0.119337	0.0487826	0.0147181	0.0336428	0.027045	0.0422164	0.0965907	0.966794	2.79287	2.9473	2.87134	3.20473	3.62074	7.16823	7.05839	8.76913	2.1472	0.0925979	0.107459	0.0816608	0.070744	2.06515	4.86672	6.20218	5.20889	1.70556	0.645189	0.55424
FBgn0038172	CG9621	chr3R	9528788	9531585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.69357	11.17542	11.28923	12.92806	6.395307	5.26462	25.81766	33.0166	36.9205	19.92649	6.93596	35.4896	17.93916	17.37054	5.69384	54.8272	31.9946	20.1825	21.00541	17.34702	8.61923	8.26886
FBgn0033952	CG10143	chr2R	10544302	10546277	0.0	0.0	0.0	0.0	0.0106722	0.00813158	0.0	0.00874616	0.0	0.0	0.0132362	0.0	0.0	0.0	0.0	1.03819	2.62057	3.26131	3.1826	6.78599	10.3633	13.1305	15.5465	16.2849	28.7154	34.9092	38.8354	0.014507	0.0	0.0
FBgn0000055	CG3481	chr2L	14615554	14618902	232.4881	6.27862	3.374593	3.60517	5.24368	8.94519	24.35849	124.26334	208.5258	517.3108	1068.61	1753.8	2254.3	3484.66	5304.534	3042.728	1390.741	247.033	108.9631	157.4003	103.69891	94.94488	132.8691	1368.851	4819.634	4770.62	3306.73	2739.36	1749.55	1809.765
FBgn0000056	CG3484	chr2L	14615555	14618902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
FBgn0022709	CG17146	chr3L	12193284	12197320	8.49668	7.25703	5.246282	5.13984	5.6946	8.19367	7.282874	9.528432	17.08289	62.89564	259.647	223.9273	170.0961	145.0601	130.6555	50.45481	42.98816	41.3121	20.2493	125.0978	22.53631	30.43454	49.30071	615.3177	214.3454	138.746	136.8785	154.394	24.51903	20.52675
FBgn0022708	CG3140	chr2R	19911566	19913722	92.6199	64.4428	98.0602	105.9396	109.0218	110.9393	91.6354	57.8436	82.7431	135.8791	213.651	203.9071	213.3132	216.0247	215.938	78.7871	49.0676	49.1141	41.179	55.6785	45.4681	36.3004	80.4569	76.8957	62.566	44.9795	39.829	101.2351	112.1829	111.5335
FBgn0042094	CG6612	chr3R	6713004	6715357	5.296869	2.386211	2.581478	7.423645	9.90169	22.5668	20.45131	8.180014	7.17305	17.33001	68.42783	82.216	61.72694	65.18028	63.2362	61.853	33.27301	33.76718	35.9112	86.13813	71.27739	58.0008	52.4395	49.8885	80.4334	85.7312	93.6294	24.05677	21.634934	22.21013
FBgn0039747	CG9753	chr3R	25960576	25964640	0.0	0.0220246	0.0320376	0.0727838	0.135277	0.130461	0.227072	0.643535	0.9093194	2.118684	3.80783	3.55598	3.85444	2.888655	5.4535	2.799112	3.043714	3.9779	4.563705	2.55127	1.875938	1.483737	1.140579	4.366889	2.63916	3.136545	2.85586	2.21235	0.942777	0.716588
FBgn0026602	CG1851	chr2R	3130527	3133297	12.3582	0.968951	0.13155	0.237667	0.617104	3.2119	3.33797	5.07158	5.07998	6.89509	6.60799	5.7535	9.41808	6.98383	6.54684	9.56766	12.5248	8.03104	5.43254	52.2111	48.9981	39.2604	19.2175	11.5719	17.7628	16.0944	13.8513	14.5853	12.7127	12.6589
FBgn0005694	CG5683	chr3L	21426455	21431739	88.55416	51.43658	18.533707	17.119085	27.18537	28.21494	37.94218	41.41317	33.95494	23.7421	27.07957	25.79839	33.3657	23.442903	13.57555	6.708187	11.49414	12.441661	13.69919	11.500113	15.87386	23.525013	15.965935	12.420199	13.172832	14.354467	18.682049	43.21436	64.29901	61.26255
FBgn0015010	CG9538	chrX	14679032	14680420	0.0597774	0.051216	0.115889	0.139582	0.306276	0.606745	0.497134	1.60641	5.72261	36.0973	130.88	156.975	181.359	79.8365	88.1236	107.691	91.501	125.909	219.107	85.3239	13.0117	6.56363	1.19735	3.55274	65.6028	88.4372	174.361	99.0861	48.3175	79.3096
FBgn0020508	CG9540	chrX	14676886	14678175	0.179846	0.0616353	0.0398473	0.610831	0.331726	1.44632	2.16732	9.24317	9.96026	26.9585	108.775	122.259	331.607	877.757	491.72	2604.7	1370.15	467.086	41.6999	11.4864	10.5625	99.5163	105.779	23.8752	71.7037	55.9156	40.3754	180.87	95.1319	131.164
FBgn0014455	CG11654	chrX	15344251	15346946	179.0324	14.685283	23.0114	57.57135	71.2079	111.4512	77.18136	91.0352	59.1996	46.4507	69.9836	59.7715	421.8911	223.8403	282.2404	63.3089	53.25333	47.01691	41.2758	45.58111	54.517	43.5685	36.05361	45.51812	34.4945	32.8576	62.5845	223.8701	193.48555	205.0603
FBgn0015011	CG8956	chr3R	12804121	12808271	0.329386	3.668825	19.08911	24.9843	25.03564	16.0735	9.32628	5.7614	14.61392	31.2564	36.30197	37.95249	27.5392	20.87506	26.2652	36.61411	52.49715	71.7455	85.5492	17.2007	5.72447	3.94052	2.359315	58.1072	13.66713	13.71399	14.3644	9.60086	4.23413	3.40758
FBgn0033754	CG8816	chr2R	8456468	8457397	7.54379	4.26941	9.15764	13.4596	13.4632	10.4008	14.4133	2.1212	2.85576	2.92213	6.83388	7.44612	9.88513	9.52659	6.14848	4.9581	4.53572	6.5226	4.96028	5.71299	5.95259	4.83339	3.37144	1.63086	2.48127	2.48109	1.37495	4.13494	15.6768	15.9858
FBgn0027932	CG13388	chr2L	8415626	8431115	272.73225	538.3708	573.2202	703.0047	629.9818	467.4912	489.4141	231.229	166.4008	115.48802	185.6543	142.071	35.70842	41.11906	29.69961	90.94933	238.205	390.8568	610.6389	842.3838	734.7886	358.5054	107.20322	60.31704	90.06393	70.27889	60.68175	103.5821	161.8847	155.78949
FBgn0004552	CG1171	chr3L	4141466	4142754	0.0308686	0.352635	0.1990437	0.284391	0.38091	0.638199	0.788557	0.509044	2.406929	6.457067	8.12086	12.7403	14.4813	6.73782	3.81059	4.81812	5.39693	6.80645	6.35655	10.5873	9.46889	6.876282	6.44656	2.64789	12.7125	18.9061	20.89	4.36428	5.07302	4.51941
FBgn0010379	CG4006	chr3R	11924789	11930398	40.39397	24.28713	36.18645	40.29108	36.40369	38.60552	36.02024	20.52657	17.668981	14.7934	13.89154	16.68118	11.845863	12.47002	10.368622	10.988438	24.34269	33.60001	34.73024	37.57778	31.7501	25.24228	16.6206	17.210924	14.63725	15.01917	16.60248	19.624947	29.68712	31.40587
FBgn0036789	CG13702	chr3L	18479535	18495665	0.0231136	0.360859	0.524915	0.377076	0.33159	0.559442	1.52811	2.412737	4.43152	6.20994	8.8964	8.76995	7.05279	3.70908	1.42163	0.747809	1.63827	2.07714	2.30923	1.3378	1.370895	1.6317	2.31231	1.9449	1.83464	1.63294	2.04224	0.92294	0.270119	0.253582
FBgn0020764	CG3017	chr2R	19852213	19854602	23.0991	5.25072	11.1709	14.6837	14.2359	21.9506	20.6132	37.9091	35.2611	35.6971	31.9359	40.2004	47.5159	37.3588	48.1605	31.4399	24.124	22.1063	22.2002	20.7457	24.2287	36.593	75.9748	77.8809	131.279	172.848	144.019	91.4903	47.5328	44.8325
FBgn0012036	CG3752	chr2L	9387388	9391787	150.7576	4.298404	3.149703	3.219325	4.26037	5.87951	7.96026	44.7609	147.2937	297.9944	357.141	504.654	728.363	1179.88	1129.217	166.2368	29.758	15.76579	13.29809	60.361	54.3106	72.8936	98.6199	147.9514	485.628	363.419	352.178	288.607	234.8517	238.5063
FBgn0010548	CG11140	chr2R	3354350	3364667	55.99442	55.14147	23.15894	17.65134	30.56963	50.49651	64.77334	99.94743	99.22197	106.36242	104.45295	114.51358	105.33174	112.49732	108.82135	89.9737	79.5569	65.77319	59.91415	130.73201	112.33922	78.43108	65.48009	67.75616	117.09179	127.09816	122.66188	61.93749	53.04617	52.66162
FBgn0000064	CG6058	chr3R	22079787	22087583	128.1761	148.8173	125.69476	79.42157	127.09414	235.27013	302.20132	807.8369	848.1395	1000.7477	967.8411	905.6685	1678.6266	1341.3023	1591.8725	957.1093	602.568	257.83137	155.09043	100.47125	130.35463	449.1874	967.7873	1457.5852	1674.9681	1595.566	917.9955	1320.725	418.10167	254.01769
FBgn0086378	Alg-2	chr3RHet	1894568	1899158	24.6259	22.4151	19.2969	14.290535	21.167325	24.58994	34.354471	9.90097	18.76875	12.719035	15.0737	26.1294	14.9432	20.43521	18.1857	20.8783	23.9809	41.44526	32.69268	27.185326	27.99259	29.313202	22.554538	8.00331	14.923985	9.838915	7.929872	11.8836	30.0626	23.7293
FBgn0052076	CG32076	chr3L	11158052	11159720	28.6282	1.20972	1.61158	4.7389	8.49396	10.5003	7.60683	6.85023	6.05731	3.81292	2.07289	1.94219	8.18821	10.3451	10.8146	11.4948	14.9652	15.7824	14.4227	13.8424	20.9681	11.1417	7.0823	6.38108	8.69248	14.0047	16.1502	15.3015	21.369	23.0009
FBgn0261238	CG1070	chr3R	2920317	2949911	92.03957	73.16439	52.61548	82.46526	82.72889	84.27488	88.91457	69.84647	36.41042	26.9389	30.81125	24.65827	15.07652	8.007185	5.202637	7.654337	19.85901	24.02013	26.00773	23.891235	38.11051	37.24026	14.80051	22.56837	10.345885	12.235689	15.878879	28.980781	39.85737	43.102781
FBgn0040505	CG8250	chr2R	12513589	12525425	0.098334	1.66005	8.53091	4.90398	2.04665	1.21819	1.10958	1.93787	3.84674	5.92316	8.17605	9.36405	8.31926	3.74953	2.50728	1.44456	3.68627	5.90344	5.50227	5.94135	8.22555	7.47302	6.02014	5.55373	6.91423	6.20501	6.65651	3.07122	0.979203	1.14084
FBgn0065035	AlkB	chrX	15752092	15753520	8.9782	11.9413	9.38306	5.20386	7.98227	6.50685	7.2979	2.63351	3.53466	1.68056	3.40312	4.83439	1.79935	3.35126	2.60496	3.11776	2.99407	4.56359	4.22887	3.2126	4.2451	3.2565	1.86196	0.853961	1.34289	1.39797	1.29368	2.08433	7.24806	5.91558
