FBgn	gene	chromosome	start	stop	strand	CME_W1_Cl.8+	Kc167	ML-DmBG3-c2	S2_DRSC
FBgn0031440	CG15395	chr2L	2609994	2611292	+	0	0	0	0
FBgn0031441	CG9962	chr2L	2646576	2647720	-	0	0.11512	0	0
FBgn0053125	CG33125	chr2L	2648439	2652291	-	0	0.0854731	0	0
FBgn0031442	CG17301	chr2L	2653066	2653956	-	0	0.0784845	0	0
FBgn0026395	CG9880	chr2L	2654124	2660830	-	0	0.204148	0	0
FBgn0031443	CG17302	chr2L	2655394	2660830	+	0	0	0	0
FBgn0031444	CG9879	chr2L	2665061	2666265	-	0	0.0574093	0.17903	0
FBgn0041248	CG15396	chr2L	2669822	2672159	-	0	0.117695	0.122999	0
FBgn0051690	CG31690	chr2L	2677625	2719447	-	0.0230063	0.0177155	62.2985	0
FBgn0031446	CG15398	chr2L	2695313	2696462	-	0	0.0636217	0	0
FBgn0031449	CG31689	chr2L	2730058	2739835	-	0.64594	7.76205	0.414945	26.4086
FBgn0031450	CG2903	chr2L	2739985	2746990	-	62.136	61.4405	69.3872	66.7617
FBgn0031451	CG9961	chr2L	2743366	2745093	-	0	0	0	0
FBgn0031452	CG2843	chr2L	2745045	2746990	+	0	0	0	0
FBgn0250906	CG3127	chr2L	2746846	2748809	-	217.18	117.663	415.677	170.93
FBgn0031453	CG9894	chr2L	2752819	2758057	-	225.416	252.801	421.601	126.491
FBgn0031454	CG9960	chr2L	2758426	2759710	-	41.2659	56.1046	50.4306	29.5371
FBgn0031455	CG9958	chr2L	2758427	2759710	-	0	0	0	0
FBgn0031456	CG2848	chr2L	2759844	2763610	-	14.3424	9.64585	17.082	12.552
FBgn0031457	CG3077	chr2L	2763743	2765797	-	8.86937	9.75453	18.736	21.0863
FBgn0031458	CG2855	chr2L	2766219	2770904	-	282.801	144.862	278.374	295.229
FBgn0026324	CG3069	chr2L	2767280	2771938	-	105.684	67.1431	95.354	115.02
FBgn0028398	CG2859	chr2L	2767898	2768643	+	0	0	0	0
FBgn0019830	CG3057	chr2L	2768590	2770066	-	0	0	0	0
FBgn0031459	CG2862	chr2L	2769807	2770904	+	0	0	0	0
FBgn0031460	CG15399	chr2L	2770884	2771938	-	0	0	0	0
FBgn0004242	CG3139	chr2L	2779205	2799999	-	0.0252613	0.104865	0	0.0275056
FBgn0031461	CG16987	chr2L	2805229	2812377	-	1.38441	9.62585	36.0739	10.6009
FBgn0031462	CG2964	chr2L	2812409	2814429	-	0	0	0.0349766	0.0259778
FBgn0031463	CG15400	chr2L	2814335	2815807	-	0	0	0.110313	0
FBgn0031464	CG3131	chr2L	2815967	2830271	-	0.520945	0.25794	9.70367	1.01469
FBgn0031465	CG3123	chr2L	2823545	2825506	-	0	0	0	0.181474
FBgn0031466	CG3119	chr2L	2834886	2837965	-	0	0	0.10332	0.575532
FBgn0031467	CG2973	chr2L	2838384	2839599	-	0	0	0.119666	2.22197
FBgn0031468	CG2975	chr2L	2840123	2842659	-	0	0.0323104	0.0671729	0.552594
FBgn0031469	CG18558	chr2L	2842588	2844555	-	0	0	0.0368998	0.164438
FBgn0031470	CG18557	chr2L	2844577	2845731	-	0.354883	0.240983	3.67922	14.9285
FBgn0031471	CG3117	chr2L	2845883	2847323	-	0.0566258	0.0480646	0	0.667953
FBgn0031472	CG2983	chr2L	2847491	2849103	-	0.0999066	0	0.0440755	0.0327358
FBgn0031473	CG3104	chr2L	2849714	2855783	-	0.0703649	0	12.2756	0.136297
FBgn0015521	CG2986	chr2L	2856066	2856709	-	1702.37	894.994	1999.78	1917.66
FBgn0031474	CG2991	chr2L	2857158	2868601	-	36.0084	28.0469	24.9282	48.8315
FBgn0051694	CG31694	chr2L	2868541	2874593	-	74.7704	54.3692	73.7499	52.9419
FBgn0031476	CG8813	chr2L	2869652	2870649	+	0	0	0	0
FBgn0031478	CG8814	chr2L	2874799	2877163	-	16.1612	15.7692	24.9656	21.6515
FBgn0031479	CG3083	chr2L	2877089	2878242	-	35.0475	27.7272	39.2445	27.5527
FBgn0051950	CG31950	chr2L	2878519	2879001	-	33.7993	14.208	37.2068	39.4474
FBgn0028970	CG18627	chr2L	2879059	2880719	-	38.8406	27.3876	33.8586	37.4153
FBgn0024947	CG3059	chr2L	2880691	2885320	-	199.244	115.888	79.1292	133.123
FBgn0041111	CG8817	chr2L	2885907	2953077	-	12.4252	9.81727	6.55876	11.1379
FBgn0010263	CG3151	chr2L	2954761	2964874	-	0.333755	0.609788	0.452994	0.0727797
FBgn0024920	CG3181	chr2L	2968292	2969620	-	122.909	188.471	131.538	144.898
FBgn0004584	CG3178	chr2L	2969755	2972676	-	67.6374	71.6975	76.4412	58.3497
FBgn0260639	CG3157	chr2L	2972826	2978533	-	76.3968	65.9103	73.8008	79.0052
FBgn0031483	CG9641	chr2L	2974853	2979410	-	67.2235	39.5474	57.1321	54.8542
FBgn0031484	CG3165	chr2L	2977013	2978533	+	0	0	0	0
FBgn0031485	CG9643	chr2L	2978526	2979410	-	0	0	0	0
FBgn0250786	CG3733	chr2L	2979459	2987758	-	28.8302	29.4055	34.0277	32.7381
FBgn0025109	CG18642	chr2L	2987999	2990094	-	19.8948	18.8308	17.5055	20.0504
FBgn0002989	CG3736	chr2L	2989593	2992844	-	9.44774	8.29787	9.24402	9.80301
FBgn0025681	CG3558	chr2L	2992878	2998827	-	37.28	39.6234	34.3986	75.0564
FBgn0031488	CG17265	chr2L	3013500	3016071	-	4.94022	7.49385	23.3695	6.49582
FBgn0031489	CG17224	chr2L	3016486	3018335	-	22.837	75.7069	185.821	49.8482
FBgn0031490	CG17264	chr2L	3018507	3021506	-	7.89241	16.8576	49.3358	26.0168
FBgn0031491	CG17223	chr2L	3021308	3023194	-	37.1798	29.2193	37.011	34.6367
FBgn0031492	CG3542	chr2L	3023208	3026463	-	23.0964	21.2009	23.4034	28.8436
FBgn0031493	CG3605	chr2L	3026500	3029204	-	33.4044	35.7623	33.075	49.0487
FBgn0031494	CG17219	chr2L	3029236	3032300	-	61.7773	52.2631	77.6718	59.7396
FBgn0031495	CG17257	chr2L	3030545	3032300	+	0	0	0	0
FBgn0031496	CG17258	chr2L	3032209	3035350	-	0.669776	0.786852	0.574848	0.547388
FBgn0031497	CG17259	chr2L	3035492	3037403	-	478.486	250.082	353.392	234.612
FBgn0031498	CG17260	chr2L	3037202	3038801	-	16.6195	3.8858	8.95148	10.0515
FBgn0243513	CG17262	chr2L	3038672	3039863	-	0	0	0	0
FBgn0031500	CG17221	chr2L	3039942	3041734	-	19.6178	6.59539	24.3689	10.8074
FBgn0031501	CG17261	chr2L	3042164	3043631	+	0	0	0	0
FBgn0042627	CG3524	chr2L	3043889	3056028	-	0.220282	0.315657	0.151456	0.82736
FBgn0027571	CG3523	chr2L	3056554	3068280	-	216.208	323.018	214.12	481.882
FBgn0015600	CG9660	chr2L	3068338	3144676	-	2.87612	12.7994	1.39336	18.8523
FBgn0005779	CG8822	chr2L	3109671	3110998	-	0	1.04206	0	0
FBgn0031504	CG15403	chr2L	3128720	3129489	+	0	0	0	0
FBgn0031505	CG12400	chr2L	3144952	3145848	-	85.9256	61.9598	94.2299	76.5248
FBgn0011648	CG12399	chr2L	3146055	3159725	-	40.9755	19.7018	48.4354	31.4653
FBgn0260817	CG8825	chr2L	3159902	3162403	-	24.0722	13.9117	27.5665	10.3154
NA	noncoding_655	chr2L	3162003	3163502	+	0	0	0	0
FBgn0051953	CG31953	chr2L	3162486	3163457	-	0	0	0	0
FBgn0014906	CG3488	chr2L	3163524	3169580	-	63.2014	44.3179	47.3952	116.644
FBgn0085435	CG34406	chr2L	3169812	3172751	-	1.12025	1.90176	2.68731	1.88121
FBgn0051698	CG31698	chr2L	3173235	3173852	-	0	0	0	0
FBgn0031512	CG15404	chr2L	3173974	3174502	+	0	0	0	0
FBgn0085422	CG34393	chr2L	3175001	3199709	-	0	0	0	0
NA	noncoding_664	chr2L	3265116	3265714	-	0	0	0	0
FBgn0031513	CG3347	chr2L	3269436	3271813	-	0	0	0	0.115595
FBgn0031514	CG3332	chr2L	3275797	3279470	-	0	0.0249143	0	0.0230248
FBgn0031515	CG9664	chr2L	3291165	3294710	-	0	0.18284	0.311787	0.10933
FBgn0031516	CG9663	chr2L	3294842	3303144	-	0.887323	3.71242	1.5801	16.6696
FBgn0031517	CG15406	chr2L	3309190	3311770	-	0.0439532	2.68617	0	0.115215
FBgn0031518	CG3277	chr2L	3313309	3317086	-	0.0966897	0.84807	0.0568751	0.126727
FBgn0031519	CG3326	chr2L	3317468	3320001	-	2.16534	2.51784	2.35145	2.10122
FBgn0031520	CG8837	chr2L	3320126	3323181	+	0	0	0	0
FBgn0053281	CG33281	chr2L	3324186	3326684	-	0.0917533	0	0	0
FBgn0053282	CG33282	chr2L	3327914	3329786	-	0	0.126227	0	0
FBgn0031522	CG3285	chr2L	3330942	3332882	-	0	0.0811942	0	0
FBgn0031523	CG15408	chr2L	3332910	3334806	-	0	0.0443723	0	0
FBgn0020445	CG3327	chr2L	3334870	3355000	-	0.0592325	1.46735	0.293412	0.163582
FBgn0031526	CG8838	chr2L	3357683	3358618	-	0	0.0704262	0	0.163119
FBgn0085423	CG34394	chr2L	3358634	3373430	-	14.1974	18.8501	5.59857	9.90607
NA	noncoding_691	chr2L	3364744	3365219	-	0	0	0	0
FBgn0031528	CG15412	chr2L	3373565	3375784	-	0	0	0	0
FBgn0031529	CG9662	chr2L	3375783	3376876	-	40.929	42.3266	27.764	28.2984
FBgn0016698	CG3289	chr2L	3376918	3378610	-	25.9801	20.6877	19.9491	30.6187
FBgn0259949	CG42459	chr2L	3387346	3387790	-	0.412646	0	0	0
FBgn0259950	CG42460	chr2L	3387897	3388505	-	0.284166	0	0	0.0931111
FBgn0085204	CG34175	chr2L	3397982	3398684	+	0	0	0	0
FBgn0031530	CG3254	chr2L	3404459	3423014	-	18.6295	0.0387572	0.684895	1.5111
FBgn0031531	CG8840	chr2L	3410604	3411193	+	0	0	0	0
FBgn0051952	CG31952	chr2L	3416693	3417410	+	0	0	0	0
FBgn0031533	CG2772	chr2L	3445902	3447601	-	0.0539106	0	0	0.0353292
FBgn0031534	CG2774	chr2L	3449598	3452106	-	98.1839	52.6289	90.2609	53.0051
FBgn0031535	CG12795	chr2L	3452407	3453956	-	25.0464	14.756	23.7117	34.0208
NA	noncoding_704	chr2L	3452541	3453039	+	0	0	0	0
FBgn0031536	CG3248	chr2L	3453660	3457152	-	12.1569	10.8602	11.2208	13.1796
FBgn0031537	CG8843	chr2L	3457300	3460377	-	36.5238	13.088	37.9527	25.9602
FBgn0031538	CG3246	chr2L	3460314	3462023	-	196.582	11.8682	41.9685	6.05289
FBgn0005616	CG3241	chr2L	3462168	3466111	-	23.883	2.28224	22.9748	18.6727
FBgn0021967	CG8844	chr2L	3466113	3467416	-	95.7359	55.2019	137.85	99.8599
FBgn0031540	CG3238	chr2L	3467341	3470125	-	11.3299	9.37594	10.3225	8.78325
FBgn0051776	CG31776	chr2L	3470141	3472368	-	0	0.0655862	0.0681765	0
FBgn0051956	CG31956	chr2L	3472487	3475347	-	0.124572	0.185042	0.0549572	0.0408179
NA	noncoding_714	chr2L	3476850	3477648	-	0.105835	0.179668	0	0
FBgn0261560	CG8846	chr2L	3478358	3479741	-	58.0819	14.9687	15.1316	156.439
FBgn0031542	CG15414	chr2L	3480754	3491048	-	0.110352	0	0	0.0723167
FBgn0014396	CG3234	chr2L	3493985	3506741	-	0.0373507	0.16262	0.0263977	0.0102933
FBgn0051954	CG31954	chr2L	3508867	3510127	-	0.195081	0	0	0
FBgn0053123	CG33123	chr2L	3510314	3514712	-	63.5077	45.5824	27.5131	58.6873
FBgn0031544	CG17593	chr2L	3514736	3517265	-	68.6686	40.3857	60.2409	79.4612
FBgn0031545	CG3213	chr2L	3517272	3519697	-	0.831758	0.13577	0.056453	0.146751
FBgn0031546	CG8851	chr2L	3520221	3522555	-	0	0.0296081	0.0465424	0.0228591
NA	noncoding_728	chr2L	3521848	3524105	-	0	0	0.0983942	0
FBgn0067527	CG3212	chr2L	3522556	3524105	-	7.90703	3.61392	0	14.6754
FBgn0031548	CG8852	chr2L	3525026	3527588	-	1.16372	0.218097	0.0291361	0.848593
FBgn0031549	CG15415	chr2L	3527386	3530456	-	10.8894	12.4163	10.1049	12.7805
FBgn0031550	CG8853	chr2L	3530788	3532731	-	0	0	0.0445343	0
FBgn0024244	CG10016	chr2L	3539734	3548086	-	0.0447648	0.169349	0	0
FBgn0004892	CG3242	chr2L	3578008	3580809	-	0	0	0	0
FBgn0002985	CG3851	chr2L	3604219	3606789	-	0	0	0	0
FBgn0015663	CG2788	chr2L	3619109	3621595	-	3.3539	4.58215	1.92881	7.26976
FBgn0031554	CG15418	chr2L	3621089	3621681	-	0.00668203	0.26396	0.110291	0.230273
FBgn0000721	CG10033	chr2L	3621993	3656951	-	6.49747	14.4282	17.4692	14.7403
FBgn0085369	CG34340	chr2L	3662723	3692076	-	0.548158	0	0	0
FBgn0259951	CG42461	chr2L	3667960	3668575	-	0	0	0	0
FBgn0259953	CG42463	chr2L	3668648	3669176	-	0	0	0	0
FBgn0259952	CG42462	chr2L	3669194	3669826	-	0	0	0	0
FBgn0261054	Sfp24Bc	chr2L	3670071	3670585	-	0	0	0	0
FBgn0031558	CG16704	chr2L	3692114	3692663	-	0	0	0	0
FBgn0031559	CG3513	chr2L	3692696	3693338	-	0	0	0	0
FBgn0051779	CG31779	chr2L	3693479	3693889	-	0	0	0	0
FBgn0031560	CG16713	chr2L	3694716	3695601	-	0.2804	0	0	0.551262
FBgn0031561	CG16712	chr2L	3696137	3696859	-	0.234373	0	0.103398	0.460773
FBgn0031562	CG3604	chr2L	3697242	3697872	-	0	0	0	0
FBgn0031563	CG10031	chr2L	3698406	3699212	-	0	0	0	0
FBgn0259954	CG42464	chr2L	3699339	3699855	+	0	0	0	0
FBgn0259955	CG42465	chr2L	3700233	3700529	-	0	0.282612	0	0
FBgn0259956	CG42466	chr2L	3700674	3701092	+	0	0	0	0
FBgn0259957	CG42467	chr2L	3701262	3701715	+	0	0	0	0
FBgn0031564	CG2816	chr2L	3703557	3704253	-	0	0	0	0.00233891
FBgn0051778	CG31778	chr2L	3704105	3705591	-	0	0.106207	0.055201	0.531773
FBgn0051777	CG31777	chr2L	3706474	3711780	-	0	35.0822	0	43.2994
FBgn0015376	CG33122	chr2L	3707175	3711780	-	4.99746	0	5.89298	0
FBgn0051955	CG31955	chr2L	3711863	3713064	-	17.2302	18.6042	18.6546	21.6081
FBgn0031566	CG2818	chr2L	3713322	3716866	-	28.0408	14.1215	20.3533	15.2325
FBgn0040104	CG3410	chr2L	3716879	3717728	-	0.274125	0.0775601	0	0.658687
FBgn0003386	CG2822	chr2L	3720835	3728174	-	0.114505	0.323189	0	0.390921
NA	noncoding_781	chr2L	3738562	3739035	-	0	0	0	0
FBgn0031568	CG10019	chr2L	3745637	3752453	-	0.0213594	0	0.0338188	0.195964
FBgn0051959	CG31959	chr2L	3757607	3759212	+	0	0	0	0
FBgn0051772	CG31772	chr2L	3760047	3768208	-	0.0145059	0.028759	0	0.00950611
FBgn0004893	CG10021	chr2L	3771679	3784134	-	1.55458	2.00986	2.67269	8.35794
FBgn0051960	CG31960	chr2L	3784946	3785515	+	0	0	0	0
FBgn0051958	CG31958	chr2L	3785819	3786292	+	0	0	0	0
FBgn0031571	CG3921	chr2L	3790516	3802540	-	0.0713246	0.0348522	1.22683	0.0830952
FBgn0021800	CG3920	chr2L	3803295	3810714	-	1.27252	0.655095	17.4466	5.28347
FBgn0031573	CG3407	chr2L	3810741	3813511	-	3.24995	2.55425	5.46956	3.52991
FBgn0003430	CG16738	chr2L	3825679	3827137	-	0.0532081	0	5.16421	0
FBgn0004567	CG2939	chr2L	3836841	3839201	-	0.0337293	0	2.66836	0
FBgn0031574	CG3964	chr2L	3862591	3867507	-	6.83528	5.35109	4.69279	6.48097
FBgn0031575	CG3980	chr2L	3867708	3871425	-	8.35478	7.5316	8.65223	11.0984
FBgn0051957	CG31957	chr2L	3871255	3872535	-	4.13382	4.96777	9.20048	9.903
FBgn0000256	CG3399	chr2L	3872566	3903049	-	4.5624	0.880934	7.05251	37.2292
FBgn0051774	CG31774	chr2L	3905401	3947160	-	0.449925	0.132196	0.0305372	0.158764
FBgn0051773	CG31773	chr2L	3911789	3914288	-	0	0.0263499	0	0.0406872
NA	noncoding_825	chr2L	3989490	3991713	-	0.488933	0	0	0
FBgn0085205	CG34176	chr2L	4004082	4004480	-	0	0	0	0.127735
FBgn0031579	CG15422	chr2L	4005006	4005657	-	1.19167	0.2023	0	0.312373
FBgn0031580	CG15423	chr2L	4006040	4006607	-	3.2837	0.46454	0.120722	1.61393
FBgn0031581	CG10039	chr2L	4007647	4008999	-	5.14269	0.351323	0.462495	0.497443
FBgn0000547	CG12676	chr2L	4031251	4115767	-	14.8034	3.24644	8.46597	1.68197
FBgn0020376	CG31962	chr2L	4120342	4124158	-	0	5.62348	0	0
FBgn0014033	CG4099	chr2L	4121618	4124158	-	4.09907	0	4.21456	167.035
FBgn0031585	CG2955	chr2L	4149279	4151203	+	0	0	0	0
FBgn0026394	CG11767	chr2L	4164689	4166134	-	0	0	0	0
FBgn0051961	CG31961	chr2L	4186185	4187789	-	11.4616	9.17057	11.6259	17.9622
FBgn0040102	CG2958	chr2L	4188122	4189285	-	0.0667046	0.0566195	0.647413	0.13114
FBgn0031589	CG3714	chr2L	4189284	4198069	-	34.2603	22.192	36.7372	35.2543
FBgn0001075	CG3352	chr2L	4198401	4217878	-	0.13877	0.101543	0.0464435	0.19756
FBgn0031590	CG3702	chr2L	4224535	4227107	-	81.9339	82.8059	62.6559	93.7446
FBgn0003941	CG2960	chr2L	4227641	4228684	-	1934.57	1384.5	1919.91	2222.38
FBgn0031591	CG15425	chr2L	4257541	4258476	+	0	0	0	0
FBgn0031592	CG3675	chr2L	4277704	4279355	-	0	0	0	0
FBgn0010473	CG15427	chr2L	4282620	4323768	-	0.14803	0.153904	0.257518	0.422612
FBgn0028482	CG16857	chr2L	4324459	4331920	-	0.0532446	0.0451946	0.140939	0.819978
FBgn0020762	CG2969	chr2L	4333809	4345778	-	0.683869	1.99627	2.19285	18.0903
FBgn0031596	CG15429	chr2L	4352775	4354036	+	0	0	0	0
NA	noncoding_869	chr2L	4364037	4371303	-	0	0	0	0
FBgn0026319	CG3048	chr2L	4371949	4380744	-	23.1037	14.2457	131.7	17.3907
FBgn0031597	CG17612	chr2L	4380484	4382767	-	3.45127	3.32499	1.88781	4.30412
FBgn0031598	CG3338	chr2L	4382919	4386099	-	7.98515	6.97529	7.88922	12.4472
FBgn0031599	CG18013	chr2L	4386175	4387397	-	14.4067	14.9639	16.0829	15.5338
FBgn0027560	CG4104	chr2L	4388235	4392788	-	0.179943	0.146157	0.256291	0.117331
FBgn0031600	CG3652	chr2L	4392767	4393914	-	27.4551	16.9373	21.5603	35.9305
FBgn0022153	CG3054	chr2L	4394146	4400466	-	31.9229	7.1715	25.52	41.3766
FBgn0053003	CG33003	chr2L	4400952	4403146	-	0	0.0335619	0.0697749	0.0259116
FBgn0031601	CG3058	chr2L	4403244	4404112	-	15.1321	11.0461	14.7758	24.7913
FBgn0031602	CG15431	chr2L	4405589	4409377	-	0.0425782	0.0180704	0.213442	0.0139513
NA	MB8.chr2L.pasa.5	chr2L	4411159	4411829	+	0	0	0	0
NA	noncoding_881	chr2L	4425789	4432858	-	0	0	0.0828683	0
FBgn0085206	CG34177	chr2L	4433908	4435057	+	0	0	0	0
FBgn0085207	CG34178	chr2L	4433908	4435060	+	0	0	0	0
NA	MB8.chr2L.pasa.4	chr2L	4437777	4438619	-	0.10627	0	0.093766	0
FBgn0259958	CG42468	chr2L	4441429	4442061	-	0	0	0	0
FBgn0031603	CG15432	chr2L	4442351	4443025	-	20.2633	13.0692	29.826	26.2234
FBgn0027609	CG15437	chr2L	4442808	4444714	-	19.9911	8.00956	19.6234	34.1358
FBgn0031604	CG15433	chr2L	4444727	4446775	-	48.566	37.5189	45.4411	53.1946
FBgn0025684	CG15438	chr2L	4446661	4448710	-	20.413	17.7366	15.3918	37.4421
FBgn0031606	CG15439	chr2L	4449288	4453120	-	16.3178	12.4656	16.5374	23.1989
FBgn0031607	CG15440	chr2L	4453134	4454496	-	47.2858	35.2778	75.3415	71.0022
FBgn0040705	CG15434	chr2L	4454616	4455160	-	0	0.312078	0.162202	0.120471
FBgn0019982	CG15441	chr2L	4455170	4456925	-	97.1183	36.808	45.7604	55.9673
FBgn0261606	CG15442	chr2L	4457175	4458373	-	3145.03	1828.65	3447.3	4155.24
FBgn0053002	CG33002	chr2L	4458819	4459726	-	43.619	26.7535	49.249	30.1835
FBgn0031608	CG15435	chr2L	4459781	4461785	-	8.66032	4.93536	17.6543	6.53915
FBgn0031609	CG15443	chr2L	4461630	4463437	-	14.9692	10.2917	20.1071	13.4805
FBgn0031610	CG15436	chr2L	4463577	4465092	-	3.82312	6.85077	4.16973	4.31485
FBgn0031611	CG17840	chr2L	4465142	4468039	-	10.0568	7.42189	13.5814	9.19013
FBgn0011603	CG15444	chr2L	4468029	4477024	-	0	0.0383063	3.21197	0.0739364
FBgn0053196	CG33196	chr2L	4477474	4591963	-	0.0181697	0.00738326	0.195235	0.0263321
NA	noncoding_928	chr2L	4534809	4537680	-	0	0	0	0
NA	noncoding_932	chr2L	4577012	4577684	-	0	0	0.659434	0
FBgn0031613	CG15636	chr2L	4577718	4578186	-	0	0.140702	1.90137	0.217259
NA	noncoding_934	chr2L	4585451	4585980	-	0	0	0	0
FBgn0083938	CG34102	chr2L	4641278	4642821	-	0	0	0.0460937	0
FBgn0031617	CG15635	chr2L	4642972	4646562	+	0	0	0	0
FBgn0031619	CG3355	chr2L	4651389	4652999	+	0	0	0	0
FBgn0031620	CG11929	chr2L	4682676	4687235	-	0.0255693	0	1.22711	0.0502689
FBgn0000227	CG12205	chr2L	4682957	4684462	-	0	0	0	0
FBgn0031621	CG15634	chr2L	4687512	4688956	-	0	0.0456015	1.75389	0
FBgn0031622	CG3251	chr2L	4688964	4690725	-	0.09084	0.077106	13.8261	0.11906
FBgn0085380	CG34351	chr2L	4694702	4722468	-	0	0	0.0211002	0
FBgn0031623	CG15632	chr2L	4700811	4701588	-	0.75738	0.918389	0	0.638142
FBgn0031626	CG15631	chr2L	4732317	4734498	-	0	0	0	0
FBgn0031627	CG15630	chr2L	4734591	4794042	-	0.0290552	0	2.43546	0
NA	noncoding_949	chr2L	4736092	4736825	-	0	0	0	0
FBgn0260428	CG42523	chr2L	4762937	4763537	+	0	0	0	0
FBgn0031628	CG3294	chr2L	4794530	4796576	-	7.06306	3.80226	8.39728	4.23227
FBgn0031629	CG3244	chr2L	4796583	4800103	-	0.0617163	1.13637e-05	0.0544544	0.0404444
FBgn0031630	CG15629	chr2L	4812903	4815899	-	0.301271	0.621374	0.533907	0.509685
FBgn0031631	CG3225	chr2L	4815518	4820254	-	4.80006	3.96965	6.49139	4.53474
FBgn0031632	CG15628	chr2L	4821631	4828988	-	0.339177	0.175937	0.365772	0.358106
FBgn0031633	CG2976	chr2L	4829046	4830778	-	77.5774	34.279	65.7181	65.1965
FBgn0031634	CG15627	chr2L	4830840	4835300	-	0.128909	0.262606	1.68336	0.0675821
FBgn0031635	CG15626	chr2L	4835321	4837999	-	35.5939	28.329	32.6009	44.9694
FBgn0031636	CG12194	chr2L	4838863	4841465	-	0.252011	0.524799	0.148239	0.09235
FBgn0031637	CG2950	chr2L	4841600	4847307	-	36.2583	35.1672	37.6146	33.9243
FBgn0031638	CG11927	chr2L	4847747	4852781	-	36.8222	25.5239	35.4101	40.7805
FBgn0031639	CG2937	chr2L	4849403	4850583	-	30.82	31.3757	26.1909	28.0342
FBgn0031640	CG11926	chr2L	4850532	4852781	+	0	0	0	0
FBgn0051660	CG31660	chr2L	4852688	4876452	+	0	0	0	0
FBgn0000286	CG11924	chr2L	4876965	4883341	-	13.9394	7.30727	12.8316	5.18247
FBgn0031643	CG3008	chr2L	4883167	4885670	-	195.206	100.944	129.405	93.3946
FBgn0031644	CG15625	chr2L	4889554	4891785	-	0.239598	0.12138	0.103164	15.1089
FBgn0031645	CG3036	chr2L	4892000	4903968	-	2.11951	0.814468	0.297343	5.26445
FBgn0031646	CG2837	chr2L	4904067	4906759	-	0	0.0732464	0	0.169651
FBgn0041150	CG12787	chr2L	4908706	4923238	-	0.717653	0.247724	0.861491	0.124918
FBgn0031649	CG15624	chr2L	4933046	4936582	-	0.0531534	0.0451172	0.0522912	0
FBgn0003372	CG3047	chr2L	4937399	4941424	-	0.0195903	0.0332568	0.0172852	0.0256761
FBgn0031650	CG14044	chr2L	4942709	4944305	-	1.4656e-06	0.350309	0.105948	0.151407
FBgn0031651	CG8849	chr2L	4944192	4945531	-	28.8465	20.3143	24.52	30.5114
FBgn0015000	CG3469	chr2L	4945557	4948377	-	29.6045	20.4969	32.3525	43.9648
FBgn0031652	CG8873	chr2L	4948201	4949854	-	6.91519	3.91362	7.7906	7.37917
FBgn0031653	CG8871	chr2L	4949946	4950763	-	0.094954	0	0	0.062226
FBgn0031654	CG8869	chr2L	4952249	4953134	-	0	0.0744051	0	0
FBgn0020906	CG8867	chr2L	4954071	4955353	-	0	0	0	0
FBgn0031655	CG3753	chr2L	4955502	4958347	-	6.68446	6.71271	7.53163	6.82784
FBgn0083960	CG34124	chr2L	4958378	4965485	-	0.12273	0.218766	0.249064	0.297584
FBgn0083961	CG34125	chr2L	4965564	4966400	-	48.7031	21.9431	77.2583	42.3347
FBgn0015834	CG8882	chr2L	4966267	4967827	-	394.149	278.967	343.122	485.11
FBgn0031656	CG8885	chr2L	4967831	4968936	-	42.4368	32.7979	35.9325	37.08
FBgn0031657	CG3756	chr2L	4968995	4975494	-	137.812	88.3326	89.5322	139.628
FBgn0010607	CG8886	chr2L	4970104	4977169	-	51.3199	43.6455	63.6445	44.1512
FBgn0031659	CG14043	chr2L	4971703	4973687	-	43.3245	20.5445	29.705	33.9778
FBgn0031660	CG3782	chr2L	4973862	4975494	+	0	0	0	0
FBgn0031661	CG8890	chr2L	4975251	4977169	-	0	0	0	0
FBgn0031662	CG3792	chr2L	4977201	4978568	-	51.7209	48.7642	44.0038	65.5077
FBgn0031663	CG8891	chr2L	4978455	4979438	-	45.4912	52.8158	22.3946	66.0102
FBgn0031664	CG8892	chr2L	4979520	4981431	-	32.2811	20.0235	33.5446	23.0906
FBgn0083962	CG34126	chr2L	4981614	4992667	-	15.3407	9.86381	12.6419	22.3209
FBgn0053113	CG33113	chr2L	4993428	5009748	-	187.156	104.911	138.231	68.6309
NA	noncoding_1047	chr2L	5009084	5009691	-	1.27091	3.34048	0.998811	1.41714
FBgn0031668	CG31917	chr2L	5009930	5010825	-	49.6792	54.3624	55.3645	65.416
FBgn0259719	CG42373	chr2L	5009931	5010825	-	0	0	0	0
FBgn0031670	CG3887	chr2L	5010879	5012198	-	63.9542	62.7509	86.5692	87.5501
FBgn0016075	CG16858	chr2L	5012136	5027501	-	454.844	105.649	382.444	805.132
FBgn0000299	CG4145	chr2L	5029569	5037418	-	565.977	167.285	564.877	1207.38
FBgn0260470	CG14041	chr2L	5038053	5040818	+	0	0	0	0
FBgn0260451	CG14042	chr2L	5038053	5040816	+	0	0	0	0
FBgn0031673	CG31650	chr2L	5040533	5043223	-	76.3609	68.7565	69.4731	75.8482
FBgn0031674	CG31919	chr2L	5043268	5048366	-	131.654	76.6261	87.372	0
FBgn0053995	CG33995	chr2L	5043268	5048366	-	0	0	0	47.1808
FBgn0031675	CG9121	chr2L	5047813	5050976	-	0	0	0	0
FBgn0022023	CG9124	chr2L	5051013	5053209	-	254.365	231.789	285.747	351.354
